Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
319194,B0028H5GS4,AKUJI8ZQV6F2M,Rachel,0,0,5,1323561600,My dog loves these!,I have a miniature pinscher who is very picky about her treats. When we adopted her the shelter told us she loves hot dogs and cheese so I searched on here and lucky enough found the combo of both! She LOVES them. They're by far her favorite treats. Just make sure you put them in the fridge once you open the bag. It states in small letters on the bag but my boyfriend and I didn't notice that till day 2. Fast shipping and packaged well. Would recommend to others!
23619,B001EO7GYY,A21EA3MMQG162S,Materfamilias,0,0,3,1291420800,"Great coffee, very pricey","I don't know why these are so expensive here, but they cost much less on Keurig's web site, or you can get a really large box of with twice as many at costco for the same price as Amazon. Usually Amazon has great deals, but this is really surprising! These are my favorite of the k-cups....I keep coming back to them."
166996,B000EMAMYS,A1G9RPCXQ109RO,eiluj724,2,2,5,1336694400,Best Ginger around,"My husband and I were at a local food store and found what we thought to be dried pineapple slices.  After getting it home we found out it was candied ginger.  We spoke with some friends who love the stuff and found out that it has stomach calming abilities.  I suffer from panic attacks and often find myself nauseous.  After doing more research, ginger is used not only to calm nausea but also to calm nerves.  Instead of taking the perscribed medication, I turn to ginger as a first response.  We quickly ran out of the first purchased batch of mistaken ginger we bought.<br />I went on a research mission to find the best ginger out there. After reading many reviews I decided on Ginger People Crystallized Ginger.  The best decision I've made this year!  It's a small container but the Ginger is amazing.  Much milder than the original stuff but with very little strings.  The Ginger is in small squares that once you bite into them, they are so crist and crunchy.  I want to eat the stuff all the time now, not just to curb my boughts of nerves and nausea.  This is defintely going to be a recurring purchase in my house!"
455341,B005HG9ERW,A37OYVYHR5U4NU,Freudian Slips,0,0,4,1347148800,Pleasant tasting water,"I conducted a blind taste test between 4 different waters:  tap water, tap water filtered through a Brita filter, a popular bottled water, and this product.  All of the waters were at room temperature. Not surprisingly, the tap water tasted the worst.  The bottled water was next, and I would say that this water tied with the Brita filter water for good taste.  The Essentia water tasted ""softer"" (similar to Evian), but with a better flavor. It has a little after-taste which I presume is related to the minerals.  I can't evaluate any health benefits because I've only tried the product for a few days, but I'll update this review if I notice anything.  Bottom line-- at home I'll still probably use Brita-filtered water because it's less expensive, but when buying water at the store or needing bottled water for any reason, this is an excellent choice and better-tasting than typical bottled water."
277430,B000VK8AVK,AIDER0U54CSFQ,MichelleR,0,0,5,1296604800,Great Chip Alternative!,"For WW, this is great. Don't get me wrong, I still enjoy regular chips the best, but this is a close second. Great price!"
92911,B004YV80OE,A3RLNYIEW60LR8,"KDub ""Book Babe""",0,0,2,1316390400,QUICK BUT  TASTES REALLY PROCESSED,"I WOULD NOT RECOMMEND THIS PRODUCT. THE CHEESE PRODUCT DOESN'T TASTE LIKE CHEESE AT ALL(SOME PROCESSED CHEESE DOES HAVE A CHEESY TASTE)AND THE BROCOLLI BITS TASTE WEIRD.  I SHOULDN'T HAVE BEEN VERY SURPRISED BECAUSE WHAT BROCCOLI AND CHEESE COMES IN A BOX? BUT I THOUGHT MAYBE THE SEASONING AND PASTA WOULD BE TASTY ENOUGH TO PULL IT OFF.  IT WAS A QUICK MEAL TO PREPARE SO FOR THOSE IN A TIME CRUNCH IT MAY FIT THE BILL SINCE IT ALL COMES IN ONE BOX.<br />I DON'T THINK IT OFFERS A GREAT ALTERNATIVE TO JUST BUYING SOME BROCCOLI IN A STEAMER BAG, PASTA AND A BAG OF SHREDDED CHEESE TO ADD TO YOUR  CHICKEN WITH A LITTLE SEASONING.<br />IF YOU'RE IN A PINCH IT MAY DO BUT OVERALL I WOULD HAVE TO PASS."
425582,B0034EDMLI,A11SXJ2H7IC8J7,"lucysnow ""lucysnow1851""",0,0,5,1330732800,Yum! And okay for my blood sugar,"Out of all the energy bars on the market, this is the one that really keeps my blood sugar from skyrocketing. The mix of fruit and nuts really satisfies my hunger. The fruit and nut bar has 180 cal, healthy fat from the nuts, low in salt and a good source of fiber. Best of all its delicious and lacks that protein powder taste some of the other bars have."
309247,B000WFNW4O,A1QI8MXHW45F5J,Thomas Murphy,0,0,4,1330128000,Pricey but the dogs love it,"My two dogs love Wellness brand dog food.  It's expensive but I just feel I'm doing the right thing for them with food I think is probably good really meaty food. They have begin to turn away from Newmans and I sure don't trust Alpo since the Chinese dogfood scare, but the various Wellness products are the best I can do for my little (and quite big) best friends."
93219,B004OLKF6K,A2VE1SDYWZK5X4,"Robert Obremski ""Learner123""",0,0,4,1325289600,Tasty but overpriced,This is by far the best K-cup coffee I have tasted. Has a big bold taste with lots of flavor. Unfortunately the price is too high so will only buy on special occasions.
422671,B000JF9YW6,A1NX33X6GR2Z91,"julvin98 ""julvin98""",0,0,5,1231200000,"AWESOME, AWESOME, AWESOME!!!",These are my absolute FAVORITE candy.  They are just awesome by combining the gummy bears with the beloved chocolate coating!  A MUST TRY IN MY OPINION IF YOU LIKE GUMMY BEARS & CHOCOLATE!!!
454634,B0009F3SC8,A1739RDYJNA6HT,LimeyLe,0,0,3,1267574400,a-ok,"I am new to the whole green tea craze. I started drinking it about 2 months ago when I started a ""skin"" focused diet. I bought this tea since it has extra antioxidants in it but to be honest the taste is a bit odd to me. I believe the lemongrass overpowers the taste of the tea. Just an FYI in case you are not too keen on the taste of lemongrass. I prefer Numi green tea w. toasted rice simply because I think the true green tea taste shines through more. I also noticed that this tea does give me more of a caffeine kick than the numi tea. Not a bad tea just not what I expected."
65044,B002C37TM0,A3N3AY83L6GPIP,Lady Kayura,1,1,5,1347408000,Very tasty,"Yes it is a little ""earthy"" (not like dirt as another review) but I like it.  It's very refreshing, and works wells to take off excess water weight.  I do not know if it helps burn fat, but that's not why I drink it.  I drink it because it tastes good."
459745,B000FDCVOA,A16PYIG071SFNC,"S. Tilton ""Texas chef""",0,0,3,1191974400,Disappointed,I own Sylvia's cookbook(great soulfood recipes!)but was disappointed in the seasoned salt.  Used a generous amount in a recipe but didnt flavor much. Sorry Amazon.
275141,B001DIM8NK,A1LRNQI4FDG2XZ,Mr. Snitch!,0,0,5,1304812800,It ain't Quaker (it's better!),"Fundamentally different from the Quaker-type oats you're probably used to (at least, if you're an American). More nutritious, better-tasting, yet no more trouble to make than 'Quaker instant' or other 'instant' hot breakfast cereals. Get some genuine maple syrup to sweeten it (Amazon sells it) - it goes well with this product. Add a bit of butter, cream, and some fruit."
192703,B0031UBWLM,A144UN94BWDYXM,NKormoff,1,4,1,1341532800,Warning about Ella's organic baby food !!! Read all please!!!,"As simple as that: nutritional information is NOT accurate !!!<br />Iron content is only 2%, NOT 45% as stated on the pouch itself !!!!!!!!!!!<br />Actualy, green pouch ""Rutabagas"" contains Iron: 4%, NOT 120% stated on the package itself !!!!!!!<br />We have fed 2 packs daily: 1 light green ""rutabagas"" and 1 purple one - ""pumpkins"" to our girl since she was 3.5 month old.<br /><br />What a disappointment !!! This company should be held accountable for causing anemic, malnutritioned infants.<br />Wow, I can hardly keep my emotions !!!<br />FDA control anyone ..."
297846,B00427ZLOW,A14ZMTS3J55PRQ,skuldsbugs,11,11,5,1301356800,Great cat food.  It's a keeper!,"All 3 of my cats love this food.  They were previously on Wellness Turkey and when the cans were recalled I tried this on the suggestion of a family friend since their one cat has the same crystal issues our oldest does.  He eats his prescription dry in the morning and this at night.  Normally he's content to let the other two cats get to their food first and hold back with patience for his own, but with this it is the first time I have seen him muscle away the other two cats to eat.  I'll be sticking with this and the turkey flavor.<br /><br />Also there is no fish in this or the turkey flavor wet or dry foods which is excellent!  My cats don't tend to enjoy food that has fish in it and this is one of the few foods I can find that is both good for them and has no fish.  One of them does not like the peas in the food, he will eat around them, but one of the others eats them when he's done.  So if your cat hates bits of veggies they may not really enjoy it as much.<br /><br />Oh and one more point, it doesn't have that funky wet food smell a lot of other foods (even good ones) have.  I really can't smell it once I stand up after putting it in the bowl."
376445,B000F6WJGC,A2O81R3O9JCPBO,"Belinda ""&#34;B&#34;""",0,0,5,1213747200,Always a favorite,This tea is great hot or iced. All of my guests rave about this tea and it is one of my favorites. The quality is high and it is full flavored with a hint of smokiness. A true winner!
214090,B000JIN1H2,A1OMSKXEIKVEVJ,zaida,0,5,1,1335139200,Aged cheddar gives me sinus infection,"Tastes great, addictive but I always get a sore throat and I am coughing up a lot of mucus within 24 hours of eating it. The aged cheddar flavr"
435763,B004YGQPCI,A3CG6YLYZJXQG4,"Tracy Rowan ""dargelos""",1,1,3,1322438400,They taste good...,"I'm not certain what ""honey energy"" is beyond a sugar rush, and to be honest, unless you're on a low carb diet, the chances of getting a rush from this small amount of sugar is pretty slim.  These drops contain small amounts of vitamins B6, B12 and C for which a number of health claims can be made.<br /><br />The candy is a product of Italy so the honey in it may actually be real, unadulterated honey, not the honey-flavored sugar water we get here in the states with inexpensive and mass produced honey (Much of it from China, apparently, and pretty much devoid of any nutritional benefit.) That alone is a plus, assuming I'm correct.  And that's a big assumption in this particular instance.<br /><br />Bottom line, though, is that they taste pretty good, with a crunchy shell and a chewy interior.  I don't know that I consider them effective dietary supplements or energy producers, but as a sweet bite they're not bad."
346576,B00110HIJY,A2HLNY2R3CK5S7,"Natalie Maggiore ""Natalie""",2,2,5,1206576000,great!,"I have been ordering the easy mac for a year now. I have five children ages 11 months to 12 years. When I dont have time to cook its easy mac to the rescue. The original is good, but the three cheese tastes three times better. easy mac is quick and easy. My two year old eats it everyday for lunch. They are perfect for the weekend and i carry them in the diaper bag. Let me give you a tip....if you add a little half and half, it makes it soooo creamy! I also have browned ground beef in the freezer in sandwich bags for the older kids to mix in since they have bigger appetites."
347697,B0018QNLRY,A2KSOS6HH2754D,L. Cozzarelli,2,2,5,1290038400,"not what i expected, but great!","These are cut pretty thickly, so they're more crunchy than crispy...but they have a wonderful slightly sweet flavor that makes a perfect snack or healthy dessert (crush them and sprinkle on ice cream! mmmm...)"
236056,B004LWRH22,A244D9LD2A8RO1,JC,1,2,2,1314835200,Watch out for the Rocks!,"We normally use the Bioitalia canned lentils, but they have been out of stock here on Amazon for quite a while now. Since these seemed to be a very similar alternative to our usual lentils, we went ahead and ordered a case.<br /><br />However, we have not been pleased with the results through the first three cans. We have found tiny rocks in two of the  cans and the third was spoiled, tasting sour and making a loud pop when opened. This company definitely needs to work on their quality control. The lentils themselves taste fine (when not spoiled), but you better watch out for the rocks if you want to avoid a trip to the dentist... As for us, we will stick with the Bioitalia lentils from now on, even if we have to track them down an hour away from our house at Whole Foods, as we have been through a few cases of those now and found no rocks as of yet...<br /><br />Edit 9/27/11: I added a photo of our ""rock collection"" through 4 cans to the main product page."
170948,B000244OD8,AXSMJ5T5UW0PF,Darrell Heinemann,0,0,5,1343779200,My Favorite Chile Sauce,I discovered this stuff on a visit to St. Lucia 5 years ago.  For me it has the prefect balence of heat and flavor.
336156,B000BRR8VQ,AEKHMLA308QUH,Anna,0,0,5,1343001600,Great treat for my puppy,"I bought the peanut butter flavored treats for my 9 week old Lab puppy and she LOVES them. They are perfect for training. She has learned 3 commands in one day with these treats. I was also very pleased to see that the first ingredient is peanut butter, not enriched flour."
151044,B000MXJR68,A3O0VDZUOJPZWX,Orlando Mom,0,0,5,1313020800,Best price anywhere!,My little one loves these and you cannot beat the subscribe & save price!  It's a better price than any sale at a retail store!
541617,B0012NJSCU,A2L5VB4PNGRPNJ,CELIA,0,0,5,1267660800,THE LEMONIST AND YUMMY,VERY RICH TEA AND THE LEMON/LIME FLAVOR IS THE MOST FLAVORFUL I'VE HAD IN ANY TEA. GREAT STUFF.  WILL BUY AGAIN.
147767,B001D0IZBM,AFX2Y2X2DK7DO,GK Taylor,1,1,5,1289088000,Great coffee,Love this coffee.  Strong but not too strong...great flavor. I always keep it on hand.
540633,B001D0GV90,A2FH924OS6OSE3,S. Brown,1,1,3,1244505600,Tastes different,"This was my first experience with Timothy's Extra Bold and I just really didn't care for it compared to other brand's extra bolds.  To me it tasted like reused coffee grounds.  I'm sticking to ""coffee people"" xtra bold or Green Mountain Dark Magic."
427270,B0044W4EAW,A35X85OH0V85HD,"Honeybee ""Bee Vintage Honey! Handmade Vintage...",0,0,3,1348272000,Dentyne Artic Chill--BLAST away bad breath,"About a week ago my husband and I were running late to meet some out of town family members. We have found our life is slightly (ok that is an understatement--ha ha) more complicated now that our daughter is a toddler and so we seem to always be in a bit of a rush.<br /><br />We were all packed into the car when I asked my husband if he brought gum (I wanted to make sure my breath was nice and fresh and I also wanted something to chew during the 1 hour drive). He did not remember to bring it, and so I had him rush back into the house and get it. I had not specified which flavor (we had a mulipack of Artic Chill, Spearmint, and Peppermint that we just bought that week to try) so he just grabbed one pack from the 3 choices.<br /><br />I did not take the time to see what flavor, and just popped 2 pieces into my mouth. I almost spit it completely out! The Artic Chill was so very VERY strong! I would describe it as Listerine flavored.<br /><br />My husband tried the gum after me, and was happy/grateful that I warned him about the extreme intensity. I would have to say that this Artic Chill flavor was my least favorite flavor. I think it should be saved for when you need to blast away offensive breath or when you are seriously worried or concerned that you will have bad breath around someone. After the initial first 10-15 minute shock of the full strength was over, I was able to enjoy this gum and my mouth felt really fresh.<br /><br />I do want to mention though, that I timed the flavor strength and it was a good 10 minutes of full blast flavor, the kind that could knock you over. If I previously had any foul or even ""not freshly brushed"" breath before trying this, it was certainly gone after chewing this! The flavor eventually went back to a normal minty strength within about 15 minutes and the overall flavor lasted about 30 minutes (right about the time when you want to remove gum as it begins to get harder to chew and more bland)."
485113,B005UZ9RBI,A3JA343TSU6RXF,Jessica Wilkinson,0,0,5,1344816000,FANTASTIC!!!!!!!,"I used this on popcorn and let me tell you...it was fantastic if you are a big salt and vinegar fan. Just be sure not to put too much (or too little lol) on it, it could make or break it. But once you figure out the perfect amount, you will not regret it! i havent tried it on anything else yet but i'm sure it'd be great on potato or whatever else you can think of lol."
430928,B0019HJM5M,AUJT6J4HZQGPB,J. Dickson,1,1,5,1223424000,Great Gluten Free Breakfast on the go,I love the plain version of this cereal.  Sofar I have only had it cold.  I mix it with berries and plain yogurt and spread it thickly on toast.  Even my husband loves it!  I like all the nutrition and fiber too.
402503,B000EML7DS,A2AS281JRDBLTQ,Daniel,1,2,4,1343952000,Pretty good,"I've tried the Grilled Cheese flavor so far, and am quite happy with it. A great Keto or Low-Carb snack. I don't feel that these are very salty, but it may just be the particular flavor. For those people who are deathly afraid of salt, please do a bit of research and realize that sodium intake does not meaningfully affect blood pressure."
392428,B001DY6TWU,A79NRGUDYK51X,cherbo57,1,1,5,1316736000,canidae excellent!!!!!!!!,"This dog food is the best!! Excellent price. Free shipping, and above all high grade quality ingedients. No fillers, no by products, no wheat, no corn. I have a puppy that started out looking like a beagle puppy, 3.lbs 6 oz when I got him at 8 wks. He turned out to be just barely 4 wks old and is now 45 pounds and growing. I think he is actually a coon hound. He has itchy skin so I wanted to find a product he could eat and my 13 yr old wonder dog (we wonder what he is)could also eat. Canidae is the perfect answer. Since I have been using Canidae my puppy is far less itchy and I still am at the 3 parts Canidae to one part of his other food, which was Pedigree for puppies.  My older dog is less stiff in his joints and his coat is softer too.  I am looking forward to a long time relationship with Canidae. thanks"
484129,B001IZ9ME6,A20TEYZMLS8DP8,chickochki,0,0,5,1309651200,Very pleased!!!,These mints arrived quickly and were in perfect condition. The price was good too! I'm very pleased with this transaction! A+++!  :)
176201,B002PNWU6M,A2NVC9S7PRHY47,RP,2,2,5,1301961600,fondant,First time covering an entire cake with fondant. Loved the product. Super easy to work with. Had a nice flavor. would buy again!!!
549987,B001D0KG4G,A28I19Q54MYXGV,Buffy,0,0,1,1313539200,Timothy's World Chai Tea,"What I was expecting was a chai tea similar to one I find in popular coffee houses: a spiced tea infused with cream and sugar. This tea smells wonderful but the taste when you are drinking it is very plain to me. Also it is missing the cream and sugar elements so it has none of the flavor and body of a coffee house chai. I've also tried three other chais from Celestial, Bigelow and Gloria Jean's and had the same reaction to them all during my side by side taste test. The K-cup chais are simply not the same as the coffee house chais. To approximate the coffee house chai you'll need to add your own cream/milk and sugar/honey and give it a little shake."
275961,B00444X8I4,AJ4N1F0LLV4F3,NoSpam,0,0,3,1321142400,Good For Cooking - Extremely Salty & Very Firm,"I had never cared much for green olives, that is until I went to Spain, and had Spanish olives. Wow! I did a 180 with their rich, delicious flavor, so I only buy green olives from Spain (and olive oil too!).<br /><br />I was looking forward to trying these, but sadly, I found them to be extremely salty - and not as flavorful as others I've had.They would be good for tapenade, as the previous reviewer stated, or in a pasta sauce, or any ""dish"", as they will add flavor & salt (so you can adjust the final taste), and hold up well, however, I wouldn't recommend them as a superior ""stand alone"" to eat by themselves, which was the primary reason I bought them. I got them on sale, so at least the price was reasonable.<br /><br />I took off one point each for flavor, and too much salt<br /><br />Bottom Line: Suitable for recipes, don't recommend as a stand-alone olive for appetizer/snack."
268469,B000LKTQAE,A3UO13OCL8UHX5,"ianoid ""ianoid""",1,1,4,1315612800,The lemon lime flavor suits this 'natural' energy drink well,"I switched to a job where I work nights so I've been trying a bunch of different energy drinks, having kicked the coffee habit many years back.<br /><br />Hansen's, so far, is the least toxic tasting of the bunch. I find it quite tasty. I've tried Red Bull, Guru, White Lightening, and Blue Sky so far (only the ones that come in an 8 oz can). All the drinks give me a caffeine kick and work similarly for me, so I have to go with taste. And how nauseated the drink makes me. For Hansen's Energy Pro, it's not at all nauseated. And when I look at my fridge full of little energy drink cans at 4am, this is the one I want to reach for the most, having tried them all. The next in line has been the two Blue Sky products, which are worth checking out, but much more flavored tasting, which is not necessarily good.<br /><br />The flavor is very mild. It's sort of like squirt or another sweet lemon lime soda. And it's not very carbonated. It's almost flat. But for some reason, that seems more natural. Natural as a descriptor is pretty meaningless. I don't mind buying energy drinks that market themselves with that theme, despite it probably being self-delusion that any energy drink sold in a little can could be from nature.<br /><br />Anyway, I had to order it from an Amazon vendor (when I order almost everything from Amazon using Prime) and it took forever to get it. Unfortunately, since I like this product a lot, I'll probably have to order it and wait and pay shipping again. Why do I have to make it so difficult on myself?<br /><br />If you want a lighter tasting energy drink, try this one. If you like Sprite or 7-up, you'll probably like this too."
69598,B003CK7O36,ANPWUK4DI59EF,Sterling P. Dare,0,0,4,1231891200,Flavorful Peach Tea,"We have enjoyed this tea and the price was very reasonable.  However, we expected a more robust taste. We felt we needed to add two bags to make it to our taste.  Overall, we would recommned it, but we would like to see more tea put in the bag."
121041,B000ETXO8M,A388ZDFVK72VCA,"Cale E. Reneau ""audiooverflow.com""",0,0,5,1234396800,"""Acquired Taste"" is an Understatement!","So the story goes like this.  I'm working at the office one day several years ago when a co-worker pulls out a tub of Gustaf's and tells me to try a licorice coin.  Now, I hate licorice.  Always have.  But I decided to humor him.  Within 5 seconds that candy was out of my mouth and into the nearest trash can.  He assured me that his initial response to the candy was similar, but that several weeks later he began to crave their curious flavor.<br /><br />It took a bit longer for me to come around, but it's true.  There is definitely something about this candy that I love.  It's not your traditional candy.  There's nothing ""sweet"" about it.  It's like a salt-lick for humans, tapping into that part of our primal instinct that craves a salty flavor every now and then.<br /><br />The initial insertion of the candy is a shock, like a weird chemical burn on your tongue that you want absolutely no part of!  Wait it out.  Suck on one of the coins for a while.  Put it in between your teeth and squeeze out the salty, licorice flavor.  It's different than regular licorice, whose flavor is only really apparent towards then end of the candy when you've sucked all the saltiness from it.<br /><br />Take your time with a piece and give it a shot. It's an acquired taste; like coffee or beer, and it's definitely not for everyone.  And it's not one of those candies that you just want to keep in a jar on your desk year round.  But occasionally - say, once every 12 - 16 months - you'll want to pick up a tub and go through it.  That's the way it is for me, at least, and I wouldn't have it any other way!"
559602,B001E8DHPW,A294A582WP0RYS,J. Sullivan,0,0,5,1338681600,Coconut -nom nom,This is my first time trying coconut oil. I can not believe how great it tastes. Almost as good as butter. Sure hope it as healthy as it has been declared.It does not have to be refrigerated. But if room temperature is about 77 degrees it will turn to liquid. So I refrigerate it on the hot days so I can use it as a spread for my bagel.
166278,B004DN9LCS,A3Z9QN0RCOHEY,Bibliophile By the Sea,1,2,5,1285027200,Not too Strong - Not Too Weak,The Caribou Blend K-Cup is one of my absolute favorites. Not too strong and not too weak. No after taste either. Plenty of caffaine to start my day nd keep me going as well. HIGHLY RECOMMENDED
53549,B000JD1OG2,A2ZW7YTBLM3NIW,Meshaebony,0,0,5,1328659200,Love it!!,If you love milk chocolate and smooth creme then you would love this chocolate because it is just the right combination it's so smooth and delicious that you would want to spend more on these chocolates it's not to much chocolate because me myself I don't like to much chocolate and with that creme filling it just balances it out just right I reAlly do recommend to everyone to try these out.m
179231,B005NPE9RM,AI5SG3N6F0RMN,John Ron-Je',8,10,5,1314316800,"Great stuff,and a must to have","I got into salts, the more I learned to cook.  Firstly all salt is salt,  but different textures appeal differently on your palate.  They seem so anyway.  Now the darker shades of salt do have different minerals, depending where they're from.  You need to be careful though , remember these gourmet salts do not have iodine, so make sure you continue to use table salt, though it is hard to do so.  Love this salt on salads and steak,  trust me."
119416,B000EHKWDO,A30D25YPVD6MS5,I. Gulko,1,1,5,1259539200,Delicious! The best jerky I've ever encountered!,- Excellent cuts of meat with no tendons.<br />- Very tasty. Just the right mix of spices.<br />- No added MSG and no added sugar!<br />- Resealable bag. (Rarely need this.)<br /><br />The best jerky I've ever encountered.
390678,B00139ZPKM,A33PVCHCQ2BTN0,Bali Bound,0,0,5,1316131200,"Great product, my dogs love it!","I buy Newmans Own adult dog food for my two chihuahuas.  I've always fed them natural, human-grade dog food, even though most brands can be a bit pricey.  Like most pet parents, I try to do the best I can for my dogs which starts with feeding them right.  Most dog food can be disgusting and the practices behind it are disturbing.  Newmans Own is more affordable, and I feel good about the company's ethics and practices so it was worth a try.<br /><br />My dogs love it so it was easy to switch from the other brand.  They gobble it up! I now have it on subscription so we don't run out."
75485,B001E5E0Y2,A161JGAGLDTVX4,sxgrove,0,0,5,1350518400,Makes yummy brownies,I have recently switched to an all natural diet and have been searching for cacao powder in the grocery stores around me but have had no luck.  I bought a fairly large quantity of it and have enjoyed every recipe I've made with it!
496015,B008JKU2CO,A269T9K2WVAJ9L,"Lee ""Lee""",1,1,5,1263945600,Kind Bars,"I snack on kind Bars and love most of them; they are filling, healthy, and generally tasty!"
96720,B000GFYRN0,A2POXRSK3E001F,Daynishka,0,1,5,1331424000,You'll love this one!,"I was looking for a great tea box for my girlfriend as we were coming up on a special day in our lives, and I came across this one. I read all the reviews, and compared it to just about every other tea box out there and finally decided that this was the one. Bigelow is her favorite brand of tea, plus its gluten free, and I knew the slots would be plenty big enough for other brand tea bags to fit in as well. The fact that it comes STOCKED FULL of tea bags was an awesome add-on! (I was plannin on stocking it myself an this saved me a lot of time and money too!)<br />The price is very reasonable, and soooo worth it!<br />It arrived within two days and was packaged VERY VERY well. It was even better than I thought it would be!<br />When I presented her with this gift, she absolutely LOVED it and could hardly wait to tell the family and all her friends/coworkers...she uses this all the time, she LOVES IT! LOVES the variety of tea flavors (so many new ones that we didn't even know were out there), and we both highly recommend this tea box to others looking for something just as great :)"
496004,B008JKU2CO,A1GR1NGRW9218P,Ablissa,1,1,5,1289347200,Tasty!,"Nuts. 500mg of Omega-3. The package has all the appeal of an average healthy snack bar. It also touts Non GMO ingredients, and they donate 5% of their profits to PeaceWorks Foundation. Bonus. So, I picked up a few on close-out at my local grocer.<br /><br />Made in Australia, stored on a shelf, put on close-out, and traveled around in my bag for awhile... not even close to expiration, but still... it has been around.  I expected a mediocre nut bar. Not so. It's so good I felt compelled to look online for more.<br /><br />Looking over the ingredients list, nothing stands out as ""The Flavor"" that makes these so tasty, so I'll just leave it at that. Simple, sweet and soft, crunchy and flavorful. I wish I would have bought the rest of the ones I saw on close-out. These are good."
381361,B00020HHK4,A2E3TRWY14IQBL,Pen Name,1,1,5,1346457600,amazing!....,I purchased this item a month ago and i drink a cup morning and night. I love it! I drink it with clover honey...
401325,B000CQG8B2,AEQ2FNJSVBJKI,"Brad Finkelstein ""bearsfan""",3,3,5,1275350400,delicious dessert tea,"This is my favorite tea ever, I drink it daily iced. It has a nutty rich flavor almost like a coffee. I used to drink Celestial Seasonings Dessert Teas but as usual another company has discontinued the products. I originally ordered a cse of this from Stash last year and was hooked and hopefully they won't take it off the market. It seems like all that's out there is fruit flavored teas, which I don;t like, so if you like a rich bakery flavor tea, this one is it."
453085,B0029XLH4Y,A1S928EKDGM2MC,Dchas,3,4,2,1255651200,Bad Tasting,"Bad tasting bold coffee. No comparison to Newmans Bold Or Emerils bold. Never would I buy this again. Should have known just from the name, Jet Fuel, that it would be bad."
342598,B002O19HWU,AIDMLAYRQRIU3,M. Roberts,3,3,5,1306800000,"Delicious Peaches, BPA Free According to Company Rep","Two important things about these peaches 1) They're delicious 2) according to the email exchange I had with an Edwards and Son's rep (company that makes native forest brand) they ARE BPA free.<br /><br />I think the peaches are delicious, I haven't had any problems with mushiness at all. They come out of the can fresh and delicious and have a relatively long shelf life, although I haven't really tested how good the peaches are after sitting in my cabinet for 3+ months since they're eaten by then. Also haven't had much trouble with dented cans, maybe 1 in 6 will be slightly dented.<br /><br />As far as the BPA issue, the Edwards and Son's rep replied to my email with the list of products that are ""specified to be BPA free."" The peaches are on the list. The asparagus tips that I used to get from Native Forest were not, I no longer buy them.<br /><br />Hope this clears up the BPA issue (I'll include the relevant part of the email with the list of BPA free products in the comments)."
287925,B00498JYLU,A6X3WB2SDU4SF,RT,6,6,5,1303603200,Big Hit!,"I bought these lollipops to give out to a preschool class that was learning about bowling.  The lollipops were a big hit and the teachers loved them so much that they looked on line to see where they could buy more.  Came very nicely packaged.  Just as an FYI - I was expecting the entire lollipop to be chocolate, but the bowling balls are actually coated with a hard candy coating with the chocolate inside."
5616,B000LDOMT6,A3KDEECSQEGW45,"Jay Hopson ""Dish Tech""",2,3,5,1298851200,Best Seeds I ever lapped a lip around!,"<a href=""http://www.amazon.com/gp/product/B000LDOMT6"">Salt & Pepper Flavored GIANTS Sunflower Seeds</a><br /><br />I found these seeds in a local store only to fall in love with them and then find the store no longer supplied them. I am so glad they can be purchased at Amazon. WARNING!!! They will ruin your desire for any other kind of sunflower seeds! GREAT!"
461354,B000CORSCW,A3S15YGZ6W6EV2,K. Varraso,1,6,2,1161129600,Just because it's not Orange doesn't make it healthy.,"I bought these because my daughter wanted something for a school snack, had tried these in the cafeteria and said that they ""weren't bad"".  Unfortunately, she had changed her mind by the time the gigantic box  arrived on the doorstep.  My huband and I tried them, and I feel like giving a stern punishment to the maker of these things.  Besides having no discernable nutritional content, these things have too much salt, too much fake ""cheez"" powder, and no way to remove it gracefully after you'e eaten a few puffs. We don't like them, and I feel terrible dumping them on the food pantry. Perhaps I'll hide them in a large donation of healthier items."
112170,B0001YNES0,A2MNB77YGJ3CN0,L. Mountford,1,1,5,1175212800,Yumm!!,"Excellent quality, not *too* sweet (we're talking milk chocolate here, so it has some sweetness to it).  The filling has a really intense strawberry flavor, with just the right amount of ""tang"" to make it really interesting.  I just received my second order of these -- the price is better than I can get locally (and with Prime, there's no shipping added).  This is one of my favorite sweet treats!"
311279,B000F6SOZ2,A302ILZ8MVDXM4,D. Hamilton,2,2,5,1172102400,Best gluten-free snack bar!,These are very rich - they really fill you up.  They even have gluten free crisp rice in them.  I started buying these at cost plus years ago - so pleased I can now get them at a better from Amazon.
205007,B007MLGPZY,A2I8T02US4Y9OT,Anna,0,0,5,1346284800,Great mochi! Soft and just right,"The Green tea mochi were very fresh - soft and chewy (as they should be) - perfect with white tea! Each in individual wrapping - which makes them easy to take to work! A little cell phone charm that came with the package is of quite good quality, and was a nice touch."
501333,B000FBOAO6,A2O15I4NSR8TY2,AJ,0,0,5,1290902400,very pleased!,"The order arrived very quickly, no broken cookies and I'm so pleased. These are my aunt's favorites (and mine too), so we are both loving this. I'm so glad I found these on Amazon.com because they are so pricey in the store!"
